日期,时间,高,低,价格,开,成交量,成交额,成交笔数
2019/10/31,2019/10/31 10:30,3.58,3.53,3.56,3.58,210518202,750904113,41102
2019/10/31,2019/10/31 11:30,3.57,3.54,3.55,3.56,49923369,177910174,11877
2019/10/31,2019/10/31 14:00,3.56,3.54,3.54,3.56,49221547,175186571,15125
2019/10/31,2019/10/31 15:00,3.57,3.54,3.56,3.54,70617717,251604610,15231
2019/11/01,2019/11/01 10:30,3.57,3.53,3.57,3.55,61382511,218445662,13174
2019/11/01,2019/11/01 11:30,3.59,3.56,3.58,3.56,59969490,215150102,9215
2019/11/01,2019/11/01 14:00,3.59,3.58,3.59,3.58,40233023,144870789,8690
2019/11/01,2019/11/01 15:00,3.59,3.57,3.58,3.58,42207577,151649605,9454
2019/11/04,2019/11/04 10:30,3.62,3.58,3.60,3.58,99079597,357719396,15092
2019/11/04,2019/11/04 11:30,3.61,3.59,3.60,3.60,34753411,125870805,5837
2019/11/04,2019/11/04 14:00,3.61,3.58,3.58,3.61,34079224,122992214,6944
2019/11/04,2019/11/04 15:00,3.59,3.58,3.58,3.58,42426074,152731862,9718
2019/11/05,2019/11/05 10:30,3.59,3.55,3.56,3.58,75324030,269661564,13354
2019/11/05,2019/11/05 11:30,3.58,3.57,3.58,3.57,49825902,178941583,7556
2019/11/05,2019/11/05 14:00,3.60,3.58,3.58,3.58,56112054,202430020,9785
2019/11/05,2019/11/05 15:00,3.60,3.58,3.59,3.58,60160670,217053336,10195
2019/11/06,2019/11/06 10:30,3.61,3.58,3.59,3.60,72042758,260255590,9620
2019/11/06,2019/11/06 11:30,3.61,3.58,3.61,3.59,75899303,274217922,10607
2019/11/06,2019/11/06 14:00,3.61,3.59,3.60,3.61,29093178,105174017,6320
2019/11/06,2019/11/06 15:00,3.60,3.58,3.58,3.59,42963039,154670769,9253
2019/11/07,2019/11/07 10:30,3.62,3.57,3.61,3.58,106417710,384716462,13238
2019/11/07,2019/11/07 11:30,3.66,3.61,3.62,3.62,159868945,584233096,21662
2019/11/07,2019/11/07 14:00,3.66,3.61,3.66,3.62,113853441,416720694,16277
2019/11/07,2019/11/07 15:00,3.66,3.64,3.66,3.65,86235057,316701687,18559
2019/11/08,2019/11/08 10:30,3.69,3.63,3.64,3.68,108919905,399820102,17633
2019/11/08,2019/11/08 11:30,3.64,3.62,3.64,3.63,52467718,191501558,9224
2019/11/08,2019/11/08 14:00,3.65,3.61,3.63,3.64,48709805,177630140,9062
2019/11/08,2019/11/08 15:00,3.63,3.61,3.61,3.63,57673253,209934879,9637
2019/11/11,2019/11/11 10:30,3.59,3.54,3.56,3.59,146152866,521972505,23438
2019/11/11,2019/11/11 11:30,3.58,3.54,3.56,3.56,51615800,184011073,9672
2019/11/11,2019/11/11 14:00,3.57,3.54,3.55,3.56,36506846,130087428,7434
2019/11/11,2019/11/11 15:00,3.56,3.54,3.55,3.56,59259499,210822905,14850
2019/11/12,2019/11/12 10:30,3.62,3.57,3.59,3.57,169399697,611397846,20892
2019/11/12,2019/11/12 11:30,3.60,3.58,3.58,3.58,54690786,197007517,8316
2019/11/12,2019/11/12 14:00,3.63,3.58,3.61,3.58,101968450,370276976,16362
2019/11/12,2019/11/12 15:00,3.64,3.61,3.64,3.61,122679544,447682630,20013
2019/11/13,2019/11/13 10:30,3.64,3.59,3.61,3.63,103550094,376713292,13282
2019/11/13,2019/11/13 11:30,3.62,3.60,3.62,3.62,33506121,121702056,4972
2019/11/13,2019/11/13 14:00,3.62,3.60,3.61,3.62,42397779,153824826,6433
2019/11/13,2019/11/13 15:00,3.63,3.60,3.62,3.62,55138171,200493979,8150
2019/11/14,2019/11/14 10:30,3.75,3.60,3.71,3.61,392876458,1463148232,58378
2019/11/14,2019/11/14 11:30,3.75,3.71,3.74,3.72,175316745,658135827,28555
2019/11/14,2019/11/14 14:00,3.74,3.71,3.73,3.73,93494660,350395066,17088
2019/11/14,2019/11/14 15:00,3.77,3.73,3.74,3.73,222026568,836659608,36972
2019/11/15,2019/11/15 10:30,3.78,3.70,3.72,3.73,234075807,878710375,28801
2019/11/15,2019/11/15 11:30,3.75,3.71,3.71,3.71,94619680,354967237,10482
2019/11/15,2019/11/15 14:00,3.73,3.69,3.69,3.71,90524668,336921845,14965
2019/11/15,2019/11/15 15:00,3.71,3.66,3.67,3.69,117903583,436867159,18158
2019/11/18,2019/11/18 10:30,3.76,3.67,3.70,3.71,299439878,1121689152,39614
2019/11/18,2019/11/18 11:30,3.73,3.69,3.72,3.70,63700006,237450027,10616
2019/11/18,2019/11/18 14:00,3.72,3.69,3.70,3.72,49750091,185243744,9769
2019/11/18,2019/11/18 15:00,3.71,3.68,3.70,3.70,73129744,271502803,12803
2019/11/19,2019/11/19 10:30,3.68,3.64,3.67,3.68,173337728,637763885,27895
2019/11/19,2019/11/19 11:30,3.69,3.66,3.68,3.67,56769629,209832405,9227
2019/11/19,2019/11/19 14:00,3.69,3.67,3.69,3.67,52327500,193414322,8424
2019/11/19,2019/11/19 15:00,3.72,3.68,3.71,3.69,82612234,307235964,14097
2019/11/20,2019/11/20 10:30,3.70,3.65,3.67,3.69,115294565,425268024,19337
2019/11/20,2019/11/20 11:30,3.67,3.65,3.65,3.66,53453910,196567090,10080
2019/11/20,2019/11/20 14:00,3.66,3.64,3.66,3.65,48874763,179429848,10004
2019/11/20,2019/11/20 15:00,3.66,3.63,3.64,3.65,73537134,269308268,16222
2019/11/21,2019/11/21 10:30,3.68,3.60,3.66,3.61,134673737,493349520,19708
2019/11/21,2019/11/21 11:30,3.68,3.65,3.66,3.66,91920756,338549822,9952
2019/11/21,2019/11/21 14:00,3.67,3.65,3.66,3.66,26605040,97873124,5327
2019/11/21,2019/11/21 15:00,3.66,3.64,3.65,3.66,37592806,137971067,7373
2019/11/22,2019/11/22 10:30,3.70,3.64,3.67,3.64,137713147,508706944,13857
2019/11/22,2019/11/22 11:30,3.67,3.62,3.64,3.67,83244740,305233296,11889
2019/11/22,2019/11/22 14:00,3.64,3.61,3.61,3.63,53708660,195664977,10469
2019/11/22,2019/11/22 15:00,3.64,3.61,3.63,3.61,55799654,203283562,9647
2019/11/25,2019/11/25 10:30,3.67,3.59,3.67,3.63,165317713,604021534,20323
2019/11/25,2019/11/25 11:30,3.70,3.67,3.67,3.68,130691898,484019601,16142
2019/11/25,2019/11/25 14:00,3.69,3.66,3.68,3.68,58883893,217744146,9673
2019/11/25,2019/11/25 15:00,3.69,3.67,3.69,3.68,58461786,216244690,11203
2019/11/26,2019/11/26 10:30,3.93,3.72,3.82,3.72,825777354,3184932213,121101
2019/11/26,2019/11/26 11:30,3.85,3.81,3.82,3.82,97806502,376438089,20734
2019/11/26,2019/11/26 14:00,3.85,3.81,3.83,3.81,112175790,432124815,24518
2019/11/26,2019/11/26 15:00,3.87,3.82,3.84,3.82,245404596,947978923,44880
2019/11/27,2019/11/27 10:30,3.89,3.79,3.88,3.81,354726670,1371829004,43551
2019/11/27,2019/11/27 11:30,3.88,3.85,3.87,3.88,79354605,308358319,14720
2019/11/27,2019/11/27 14:00,3.88,3.85,3.85,3.87,110783200,430556760,17760
2019/11/27,2019/11/27 15:00,3.87,3.84,3.87,3.85,115244804,446625750,20641
2019/11/28,2019/11/28 10:30,3.92,3.85,3.86,3.86,253877733,990944950,35697
2019/11/28,2019/11/28 11:30,3.87,3.83,3.86,3.86,64364781,249149422,12105
2019/11/28,2019/11/28 14:00,3.86,3.84,3.85,3.86,63539324,245654715,9799
2019/11/28,2019/11/28 15:00,3.85,3.81,3.82,3.85,97540727,374975449,17948
2019/11/29,2019/11/29 10:30,3.93,3.82,3.91,3.82,364751419,1423908194,48767
2019/11/29,2019/11/29 11:30,3.92,3.87,3.88,3.90,134243733,525429727,16771
2019/11/29,2019/11/29 14:00,3.88,3.86,3.88,3.88,87207069,339195976,13629
2019/11/29,2019/11/29 15:00,3.89,3.87,3.88,3.87,112606424,439199205,19570
2019/12/02,2019/12/02 10:30,3.93,3.86,3.89,3.92,233374856,913680389,26600
2019/12/02,2019/12/02 11:30,3.89,3.86,3.88,3.89,63051211,245473259,11250
2019/12/02,2019/12/02 14:00,3.88,3.86,3.87,3.87,48179987,187499323,9846
2019/12/02,2019/12/02 15:00,3.88,3.85,3.87,3.87,91925294,357297760,16443
2019/12/03,2019/12/03 10:30,3.93,3.83,3.92,3.84,275946114,1081752980,33325
2019/12/03,2019/12/03 11:30,3.92,3.88,3.91,3.91,93847794,368049341,13075
2019/12/03,2019/12/03 14:00,3.92,3.90,3.91,3.91,100143288,393909762,15382
2019/12/03,2019/12/03 15:00,3.94,3.90,3.94,3.91,239523767,944916170,40882
2019/12/04,2019/12/04 10:30,4.09,3.91,4.05,3.93,740954961,2995471212,102342
2019/12/04,2019/12/04 11:30,4.07,4.01,4.03,4.05,158686622,643613548,27200
2019/12/04,2019/12/04 14:00,4.05,4.02,4.04,4.02,123509680,500840306,19096
2019/12/04,2019/12/04 15:00,4.05,4.01,4.02,4.05,167010935,675913437,25398
2019/12/05,2019/12/05 10:30,4.04,3.97,4.03,4.02,319519729,1286297333,43071
2019/12/05,2019/12/05 11:30,4.03,3.98,4.00,4.03,107868400,433618727,14181
2019/12/05,2019/12/05 14:00,4.06,4.00,4.04,4.00,170513291,691413747,23931
2019/12/05,2019/12/05 15:00,4.05,4.00,4.02,4.03,153669193,621876693,22758
2019/12/06,2019/12/06 10:30,4.10,4.01,4.08,4.02,358202796,1464924076,45434
2019/12/06,2019/12/06 11:30,4.07,4.02,4.04,4.07,145460540,590660575,18632
2019/12/06,2019/12/06 14:00,4.06,4.03,4.05,4.04,68136189,277210544,11329
2019/12/06,2019/12/06 15:00,4.06,4.04,4.05,4.05,117464910,478175364,17788
2019/12/10,2019/12/10 10:30,4.09,4.02,4.07,4.07,334935661,1364944409,41559
2019/12/10,2019/12/10 11:30,4.08,4.04,4.05,4.07,112553161,458375590,15884
2019/12/10,2019/12/10 14:00,4.08,4.04,4.08,4.05,113328793,462900556,18710
2019/12/10,2019/12/10 15:00,4.11,4.07,4.11,4.07,189486802,779449663,29631
2019/12/11,2019/12/11 10:30,4.10,4.00,4.04,4.10,338837393,1375534951,51803
2019/12/11,2019/12/11 11:30,4.04,3.98,4.02,4.03,187209268,752756610,31337
2019/12/11,2019/12/11 14:00,4.02,3.99,4.01,4.02,77834630,313164797,17985
2019/12/11,2019/12/11 15:00,4.01,3.96,3.98,4.01,209674813,838921415,43622
2019/12/12,2019/12/12 10:30,4.04,3.97,4.02,3.99,230703895,928763806,29279
2019/12/12,2019/12/12 11:30,4.04,4.01,4.03,4.03,95049587,385016064,15390
2019/12/12,2019/12/12 14:00,4.04,3.99,4.01,4.03,116113317,468879796,16174
2019/12/12,2019/12/12 15:00,4.02,3.98,3.99,4.00,100773392,404736761,18198
2019/12/13,2019/12/13 10:30,4.07,4.01,4.03,4.05,230609132,936626716,27421
2019/12/13,2019/12/13 11:30,4.07,4.02,4.06,4.03,154088104,627161101,21233
2019/12/13,2019/12/13 14:00,4.07,4.05,4.06,4.05,107773945,440037568,17961
2019/12/13,2019/12/13 15:00,4.11,4.05,4.09,4.06,322817578,1326356807,50022
2019/12/16,2019/12/16 10:30,4.35,4.19,4.32,4.19,904643663,3889882439,131438
2019/12/16,2019/12/16 11:30,4.42,4.29,4.39,4.32,455618027,1991798545,78819
2019/12/16,2019/12/16 14:00,4.42,4.34,4.35,4.40,210774625,926744752,43890
2019/12/16,2019/12/16 15:00,4.38,4.33,4.37,4.34,208227178,912141209,42298
2019/12/17,2019/12/17 10:30,4.59,4.33,4.57,4.36,894192988,4013827002,139344
2019/12/17,2019/12/17 11:30,4.59,4.52,4.55,4.57,275342900,1259902990,46048
2019/12/17,2019/12/17 14:00,4.81,4.55,4.75,4.55,905050631,4297040999,158747
2019/12/17,2019/12/17 15:00,4.81,4.70,4.73,4.74,394517513,1885259384,82372
2019/12/18,2019/12/18 10:30,4.75,4.63,4.65,4.73,625215743,2932186433,119144
2019/12/18,2019/12/18 11:30,4.65,4.60,4.64,4.64,251908411,1169466558,52169
2019/12/18,2019/12/18 14:00,4.70,4.62,4.67,4.64,205633247,964144501,37907
2019/12/18,2019/12/18 15:00,4.67,4.62,4.64,4.67,247200189,1152978433,40715
2019/12/19,2019/12/19 10:30,4.77,4.60,4.65,4.67,564864377,2654040064,83642
2019/12/19,2019/12/19 11:30,4.79,4.63,4.74,4.65,412601420,1960906587,64171
2019/12/19,2019/12/19 14:00,4.74,4.67,4.68,4.73,126973093,598660148,24743
2019/12/19,2019/12/19 15:00,4.72,4.66,4.67,4.69,178885052,841751508,33886
2019/12/20,2019/12/20 10:30,4.81,4.68,4.71,4.69,444430308,2115897965,74136
2019/12/20,2019/12/20 11:30,4.78,4.70,4.75,4.71,149871018,714860119,30237
2019/12/20,2019/12/20 14:00,4.75,4.69,4.71,4.75,115165508,545249618,23604
2019/12/20,2019/12/20 15:00,4.71,4.64,4.66,4.71,232468975,1091349436,43823
2019/12/23,2019/12/23 10:30,4.79,4.66,4.71,4.74,533243538,2534728146,75510
2019/12/23,2019/12/23 11:30,4.71,4.65,4.68,4.70,147855784,694404952,31590
2019/12/23,2019/12/23 14:00,4.69,4.64,4.65,4.69,91832057,430078208,21855
2019/12/23,2019/12/23 15:00,4.66,4.52,4.54,4.65,413578343,1901271931,70928
2019/12/24,2019/12/24 10:30,4.61,4.46,4.54,4.58,386942731,1758402862,68204
2019/12/24,2019/12/24 11:30,4.57,4.51,4.55,4.53,102765185,468440445,18775
2019/12/24,2019/12/24 14:00,4.63,4.54,4.60,4.55,155130447,715121964,29134
2019/12/24,2019/12/24 15:00,4.70,4.60,4.68,4.60,313416392,1468769862,49294
2019/12/25,2019/12/25 10:30,4.76,4.63,4.70,4.65,372774631,1756649653,55593
2019/12/25,2019/12/25 11:30,4.73,4.68,4.69,4.71,94484509,446504202,24030
2019/12/25,2019/12/25 14:00,4.70,4.66,4.67,4.69,128446158,604147089,26450
2019/12/25,2019/12/25 15:00,4.72,4.63,4.72,4.67,198962110,932927050,35706
2019/12/26,2019/12/26 10:30,4.87,4.71,4.85,4.76,649201231,3128098007,100235
2019/12/26,2019/12/26 11:30,4.87,4.74,4.75,4.85,249352933,1200858926,39208
2019/12/26,2019/12/26 14:00,4.78,4.74,4.76,4.75,107893912,515946573,18880
2019/12/26,2019/12/26 15:00,4.81,4.75,4.81,4.76,171670056,825257825,30864
2019/12/27,2019/12/27 10:30,4.83,4.69,4.72,4.83,429091895,2043133457,75496
2019/12/27,2019/12/27 11:30,4.75,4.69,4.72,4.73,150641465,714019764,26869
2019/12/27,2019/12/27 14:00,4.73,4.64,4.68,4.73,327858319,1537812135,60953
2019/12/27,2019/12/27 15:00,4.68,4.59,4.62,4.68,266814226,1240838578,57794
2019/12/30,2019/12/30 10:30,4.57,4.40,4.48,4.54,512542276,2303663683,84570
2019/12/30,2019/12/30 11:30,4.57,4.44,4.55,4.49,172978176,782246144,30778
2019/12/30,2019/12/30 14:00,4.57,4.51,4.54,4.55,132937905,606746672,25712
2019/12/30,2019/12/30 15:00,4.54,4.50,4.54,4.54,148436202,674126330,34201
2019/12/31,2019/12/31 10:30,4.60,4.50,4.54,4.54,303935408,1388471511,51238
2019/12/31,2019/12/31 11:30,4.54,4.51,4.52,4.54,81866830,371723431,17398
2019/12/31,2019/12/31 14:00,4.53,4.48,4.52,4.52,113645472,513905323,25782
2019/12/31,2019/12/31 15:00,4.53,4.50,4.52,4.51,125515621,569537022,21196
2020/1/02,2020/01/02 10:30,4.63,4.53,4.60,4.55,339960441,1563488923,56093
2020/1/02,2020/01/02 11:30,4.65,4.59,4.61,4.60,203197230,942502830,30880
2020/1/02,2020/01/02 14:00,4.65,4.60,4.60,4.60,114335026,530622925,20201
2020/1/02,2020/01/02 15:00,4.62,4.57,4.59,4.60,152826869,704104203,30332
2020/1/03,2020/01/03 10:30,4.70,4.57,4.67,4.60,427949811,2000090760,64487
2020/1/03,2020/01/03 11:30,4.67,4.62,4.62,4.66,116145842,541624544,20483
2020/1/03,2020/01/03 14:00,4.74,4.61,4.72,4.62,269660267,1270768768,44768
2020/1/03,2020/01/03 15:00,4.74,4.68,4.71,4.71,180784643,854687945,33639
2020/1/06,2020/01/06 10:30,4.71,4.61,4.69,4.65,291672554,1368241691,44841
2020/1/06,2020/01/06 11:30,4.78,4.68,4.78,4.68,276090545,1314020871,38825
2020/1/06,2020/01/06 14:00,4.78,4.68,4.71,4.78,166499786,790525898,30341
2020/1/06,2020/01/06 15:00,4.71,4.64,4.69,4.71,213015617,998539536,37626
2020/1/07,2020/01/07 10:30,4.75,4.68,4.69,4.71,230934544,1094156428,35586
2020/1/07,2020/01/07 11:30,4.69,4.63,4.68,4.69,150185870,702544646,27273
2020/1/07,2020/01/07 14:00,4.68,4.64,4.65,4.67,106472413,497507441,21292
2020/1/07,2020/01/07 15:00,4.68,4.65,4.66,4.66,166171886,778220201,26679
2020/1/08,2020/01/08 10:30,4.92,4.77,4.89,4.80,1156734669,5629996907,172701
2020/1/08,2020/01/08 11:30,5.11,4.89,5.06,4.89,557116795,2793411916,126033
2020/1/08,2020/01/08 14:00,5.06,4.91,4.93,5.06,266236030,1328030229,57991
2020/1/08,2020/01/08 15:00,4.97,4.92,4.94,4.93,202661829,1006331372,48056
2020/1/09,2020/01/09 10:30,5.10,4.95,5.00,5.04,635275637,3200610366,95408
2020/1/09,2020/01/09 11:30,5.01,4.93,4.93,5.01,154113370,768839279,30788
2020/1/09,2020/01/09 14:00,4.97,4.91,4.92,4.93,130583767,647370216,32370
2020/1/09,2020/01/09 15:00,4.99,4.92,4.98,4.92,176435709,878610113,35695
2020/1/10,2020/01/10 10:30,5.03,4.86,4.88,5.01,378646477,1869832715,70132
2020/1/10,2020/01/10 11:30,4.92,4.87,4.91,4.87,82585447,405987874,17538
2020/1/10,2020/01/10 14:00,4.92,4.87,4.91,4.91,107356145,527271391,19786
2020/1/10,2020/01/10 15:00,4.94,4.88,4.93,4.91,134505768,664673376,25816
2020/1/13,2020/01/13 10:30,4.93,4.80,4.86,4.92,326328625,1589321110,59372
2020/1/13,2020/01/13 11:30,4.91,4.83,4.90,4.85,117810869,576238589,20549
2020/1/13,2020/01/13 14:00,4.91,4.86,4.89,4.90,151099448,740963810,23537
2020/1/13,2020/01/13 15:00,4.92,4.85,4.92,4.88,191241667,938973701,29015
2020/1/14,2020/01/14 10:30,4.99,4.87,4.95,4.90,365153001,1804602927,58685
2020/1/14,2020/01/14 11:30,5.00,4.93,4.94,4.95,198861672,993011089,34023
2020/1/14,2020/01/14 14:00,4.96,4.92,4.95,4.95,88778583,440286350,16858
2020/1/14,2020/01/14 15:00,4.95,4.92,4.94,4.95,120372934,597015048,20701
2020/1/15,2020/01/15 10:30,4.91,4.81,4.82,4.91,369265773,1795433406,69918
2020/1/15,2020/01/15 11:30,4.84,4.81,4.83,4.81,87433111,423584061,18359
2020/1/15,2020/01/15 14:00,4.85,4.80,4.83,4.82,107151692,518474646,21106
2020/1/15,2020/01/15 15:00,4.87,4.82,4.86,4.83,151751633,738584714,24759
2020/1/16,2020/01/16 10:30,4.91,4.82,4.87,4.88,214161802,1047616307,34310
2020/1/16,2020/01/16 11:30,4.86,4.82,4.84,4.86,87947716,427421676,17093
2020/1/16,2020/01/16 14:00,4.89,4.83,4.85,4.85,84677315,413359144,15206
2020/1/16,2020/01/16 15:00,4.87,4.83,4.87,4.85,100563110,489652655,18189
2020/1/17,2020/01/17 10:30,4.89,4.83,4.84,4.88,158045735,769563892,24639
2020/1/17,2020/01/17 11:30,4.89,4.84,4.84,4.84,94136569,459669950,14081
2020/1/17,2020/01/17 14:00,4.85,4.79,4.80,4.85,136256814,658475121,27825
2020/1/17,2020/01/17 15:00,4.86,4.80,4.81,4.80,103311664,500792385,19169
2020/1/20,2020/01/20 10:30,4.89,4.77,4.86,4.79,249785049,1217374349,36227
2020/1/20,2020/01/20 11:30,4.90,4.84,4.89,4.87,117994506,576855533,18533
2020/1/20,2020/01/20 14:00,4.92,4.86,4.89,4.89,184446196,905678252,28264
2020/1/20,2020/01/20 15:00,4.98,4.89,4.96,4.89,337415900,1674263286,57055
2020/1/21,2020/01/21 10:30,5.01,4.92,4.94,4.98,349507393,1745648477,52492
2020/1/21,2020/01/21 11:30,4.97,4.91,4.97,4.94,116776206,579014812,19820
2020/1/21,2020/01/21 14:00,4.98,4.93,4.95,4.96,124939930,621931547,15100
2020/1/21,2020/01/21 15:00,5.01,4.94,4.95,4.95,211933877,1059010555,34783
2020/1/22,2020/01/22 10:30,4.96,4.73,4.81,4.95,433190605,2093674256,68570
2020/1/22,2020/01/22 11:30,4.89,4.80,4.88,4.80,104896519,510212045,19582
2020/1/22,2020/01/22 14:00,4.90,4.86,4.89,4.89,134335638,659134997,22248
2020/1/22,2020/01/22 15:00,4.94,4.86,4.90,4.89,217149714,1067679683,30959
2020/1/23,2020/01/23 10:30,4.94,4.75,4.90,4.79,291297422,1425319216,45928
2020/1/23,2020/01/23 11:30,4.91,4.82,4.84,4.91,125286340,610714591,25584
2020/1/23,2020/01/23 14:00,4.83,4.62,4.65,4.83,350122943,1662055155,70979
2020/1/23,2020/01/23 15:00,4.71,4.59,4.70,4.66,301512811,1410183071,60600
2020/2/03,2020/02/03 10:30,4.23,4.23,4.23,4.23,120692900,512944825,26364
2020/2/03,2020/02/03 11:30,4.23,4.23,4.23,4.23,17708300,75260275,4540
2020/2/03,2020/02/03 14:00,4.23,4.23,4.23,4.23,8785600,37338800,3808
2020/2/03,2020/02/03 15:00,4.23,4.23,4.23,4.23,7222100,30693925,3160
2020/2/04,2020/02/04 10:30,4.38,4.01,4.35,4.01,749517424,3186305403,117413
2020/2/04,2020/02/04 11:30,4.37,4.22,4.27,4.36,233568534,1005865882,52078
2020/2/04,2020/02/04 14:00,4.36,4.26,4.34,4.26,209044339,907912424,42197
2020/2/04,2020/02/04 15:00,4.43,4.33,4.39,4.34,297015397,1306033467,53061
2020/2/05,2020/02/05 10:30,4.52,4.35,4.49,4.37,436963444,1961278610,68504
2020/2/05,2020/02/05 11:30,4.54,4.44,4.47,4.50,197870342,891846349,39204
2020/2/05,2020/02/05 14:00,4.48,4.36,4.37,4.47,221830273,983054110,51506
2020/2/05,2020/02/05 15:00,4.41,4.35,4.40,4.37,210748708,927361175,43661
2020/2/06,2020/02/06 10:30,4.55,4.31,4.53,4.38,523963695,2344830654,84501
2020/2/06,2020/02/06 11:30,4.67,4.51,4.62,4.52,376948357,1737552235,68703
2020/2/06,2020/02/06 14:00,4.68,4.62,4.65,4.63,230646036,1078088401,45094
2020/2/06,2020/02/06 15:00,4.67,4.58,4.65,4.65,218231681,1014255630,44633
2020/2/07,2020/02/07 10:30,4.68,4.55,4.63,4.63,351010599,1629927075,61798
2020/2/07,2020/02/07 11:30,4.67,4.58,4.61,4.63,184102583,855346763,31626
2020/2/07,2020/02/07 14:00,4.65,4.57,4.63,4.60,146951137,679109190,27399
2020/2/07,2020/02/07 15:00,4.66,4.61,4.64,4.62,148273759,690663597,28640
2020/2/10,2020/02/10 10:30,4.79,4.56,4.75,4.58,439056923,2061675350,69940
2020/2/10,2020/02/10 11:30,4.83,4.70,4.70,4.75,196450006,940528237,40374
2020/2/10,2020/02/10 14:00,4.76,4.68,4.73,4.70,109618686,520252588,19250
2020/2/10,2020/02/10 15:00,4.75,4.71,4.73,4.73,118672158,563399217,25066
2020/2/11,2020/02/11 10:30,4.79,4.69,4.73,4.71,277091632,1320799224,49353
2020/2/11,2020/02/11 11:30,4.74,4.67,4.72,4.73,140201891,662320092,31231
2020/2/11,2020/02/11 14:00,4.78,4.69,4.75,4.71,147155632,700348574,26339
2020/2/11,2020/02/11 15:00,4.78,4.72,4.73,4.76,121756773,579960921,27617
2020/2/12,2020/02/12 10:30,4.72,4.65,4.66,4.69,252266378,1186115026,47518
2020/2/12,2020/02/12 11:30,4.68,4.64,4.67,4.66,122986784,574948486,26319
2020/2/12,2020/02/12 14:00,4.73,4.67,4.70,4.67,144358708,682096611,25000
2020/2/12,2020/02/12 15:00,4.75,4.69,4.74,4.69,186553523,884953266,33964
2020/2/13,2020/02/13 10:30,4.78,4.65,4.67,4.72,272816547,1289247206,45809
2020/2/13,2020/02/13 11:30,4.76,4.66,4.68,4.67,158702450,751424696,24222
2020/2/13,2020/02/13 14:00,4.71,4.65,4.70,4.68,170498217,800130875,32609
2020/2/13,2020/02/13 15:00,4.74,4.68,4.70,4.70,174988468,828080333,30174
2020/2/14,2020/02/14 10:30,4.70,4.62,4.64,4.68,255661106,1194546309,54029
2020/2/14,2020/02/14 11:30,4.74,4.64,4.70,4.64,255393121,1205280658,48026
2020/2/14,2020/02/14 14:00,4.71,4.66,4.67,4.71,82173340,386488107,28477
2020/2/14,2020/02/14 15:00,4.68,4.63,4.66,4.67,125461163,586359577,33470
2020/2/17,2020/02/17 10:30,4.71,4.65,4.68,4.66,216380940,1017639583,33523
2020/2/17,2020/02/17 11:30,4.78,4.68,4.78,4.68,376152569,1790686961,50892
2020/2/17,2020/02/17 14:00,4.85,4.78,4.81,4.78,336094497,1624241692,63122
